Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
,,,V008149,b16,QIDI,PEBA 95A,Tear strength,Z,86.22 ± 5.36 KN/m,86.22 kN/m,ISO 34-1,p. 2: Tear Strength (Z) ISO 34-1,R-QIDI-PEBA-95A,https://drive.google.com/file/d/1CTL1aygDhydbHMgTHiBGwZgC340mUf7b/view?usp=drive_link,.cache/sources/by-sha/e9f31f364d2365cdcc7a02c86386c977f87fdce83f54fef4b6a603a931f0001c.pdf,
,,,V008111,b16,QIDI,TPU95A-HF,Tensile break strength,XY,31.81 ± 3.26 MPa,31.81 MPa,Not published,p. 2: 拉伸断裂强度 (X-Y) Tensile breaking strength (X-Y),R-QIDI-TPU95A-HF,https://drive.google.com/file/d/1rPb6qsu-dDGB-LYU-xTC1zqfevB6678c/view?usp=drive_link,.cache/sources/by-sha/aecae6b621183444eb359d8e08099d6f30519e191342392b6b7a7e597b5bb196.pdf,
,,,V008071,b16,QIDI,ASA-Aero,Elongation at break,Z,5.54 ± 0.28 %,5.54 %,ISO 527,p. 2: 断裂伸长率(Z) ISO 527 Elongation at break (Z),R-QIDI-ASA-AERO,https://drive.google.com/file/d/15phWOoaQqLDTHUFiHklw-YodWG2iMFCh/view?usp=drive_link,.cache/sources/by-sha/446c853fea6a7e4f1e01a4b1b7939f27e8f6e3b98768fc007e418ec8ef402c1c.pdf,
,,,V008048,b16,QIDI,ABS,Glass transition temperature,Not applicable,101 °C,101 °C,ISO 11357,p. 2: 玻璃化转变温度 ISO 11357 Glass transition temperature,R-QIDI-ODORLESS-ABS,https://drive.google.com/file/d/1kYU0OG7lyUkgXvhFc5_USYzFIEwSnB2-/view?usp=drive_link,.cache/sources/by-sha/387e9400e0e400ca0712b225e27c3cded5daf7411adbc83c1d70289169be2633.pdf,
,,,V008047,b16,QIDI,ABS,Density,Not applicable,1.05 g/cm³,1050 kg/m³,ISO 1183,p. 2: 密度 ISO 1183,R-QIDI-ODORLESS-ABS,https://drive.google.com/file/d/1kYU0OG7lyUkgXvhFc5_USYzFIEwSnB2-/view?usp=drive_link,.cache/sources/by-sha/387e9400e0e400ca0712b225e27c3cded5daf7411adbc83c1d70289169be2633.pdf,
,,,V008103,b16,QIDI,ASA,Tensile modulus,Z,2037 ± 64 MPa,2.037 GPa,ISO 527,p. 3: 杨氏模量(Z) ISO 527 Young's Modulus,R-QIDI-ASA,https://drive.google.com/file/d/1XkpBAvVBSMZGPDQ9H0wu3A_nh6zpI1fU/view?usp=drive_link,.cache/sources/by-sha/a25213876b47e652fe09ed983f6130faa28e316ad76362637ccc395792bafdf4.pdf,
,,,V008088,b16,QIDI,PETG RAPIDO,HDT,Not applicable,70 ℃,70 °C,ISO 75,p. 3: Heat Deflection Temperature ISO 75 (HDT),R-QIDI-PETG-RAPIDO,https://drive.google.com/file/d/1Kmji7TnCLCYD2e0191kXu8GVFHmoxoLm/view?usp=drive_link,.cache/sources/by-sha/78b504c9ece52075ed90cb3c51b6579a9ef17ccc497db786944d2d694aee0a8d.pdf,
,,,V008097,b16,QIDI,ASA,Tensile yield strength,XY,38.5 ± 1.60 MPa,38.5 MPa,Not published,p. 3: 拉伸屈服强度(X-Y) Tensile yield strength,R-QIDI-ASA,https://drive.google.com/file/d/1XkpBAvVBSMZGPDQ9H0wu3A_nh6zpI1fU/view?usp=drive_link,.cache/sources/by-sha/a25213876b47e652fe09ed983f6130faa28e316ad76362637ccc395792bafdf4.pdf,
,,,V008139,b16,QIDI,ToughPETG-HF,Flexural modulus,XY,1895.07 ± 36.19 MPa,1.89507 GPa,Not published,p. 3: Bending modulus(X-Y),R-QIDI-PETG-TOUGH,https://drive.google.com/file/d/1pZBYR_rltVcBqjzHaLWGf34gtX2Uq-LC/view?usp=drive_link,.cache/sources/by-sha/bb72c5721e1b12bc5919cffbaae584d44c120ac3b97be7e3380290876a442b61.pdf,
,,,V008146,b16,QIDI,PEBA 95A,Tensile strength (endpoint unspecified),XY,9.17 ± 0.14 MPa,9.17 MPa,100% X-Y ISO 527,p. 2: tensile stress at 100% (X-Y) ISO 527,R-QIDI-PEBA-95A,https://drive.google.com/file/d/1CTL1aygDhydbHMgTHiBGwZgC340mUf7b/view?usp=drive_link,.cache/sources/by-sha/e9f31f364d2365cdcc7a02c86386c977f87fdce83f54fef4b6a603a931f0001c.pdf,
